query,tweet_date,username,name,text,url
Avatar The Way of Water,13 Dec 2022,@westerosiguy19,seventeen | I'll always love him,Rivalizar esses dois é um crime. Maiores filmes do ano The Batman e Avatar: The Way Of Water.,https://nitter.net/westerosiguy19/status/1602812627947864065#m
Avatar The Way of Water,13 Dec 2022,@TheSpaceshipper,The Spaceshipper 🚀,"""My key to it was beauty and a sense of belonging, a sense of connection. There were some subconscious themes that I felt that we needed, to make sure that the story took us to places that we could visualize that, and beauty’s one of them."" deadline.com/2022/12/james-c…",https://nitter.net/TheSpaceshipper/status/1602812469004668928#m
Avatar The Way of Water,13 Dec 2022,@amstelnews,Amstel News | De Couturekrant,BRIAN VINER reviews Avatar: The Way of Water mol.im/a/11533883 via @DailyMailCeleb,https://nitter.net/amstelnews/status/1602812239198691328#m
Avatar The Way of Water movie,14 Nov 2022,@Suntimes,Chicago Sun-Times,"On the cusp of the 2022 Holiday Movie season, Sun-Times critic @RichardERoeper previews his most-anticipated movies — which include films like ""The Fabelmans,"" ""Avatar: The Way of Water,"" ""Glass Onion: A Knives Out Mystery"" and more. bit.ly/3O647sb",https://nitter.net/Suntimes/status/1592186107206111232#m
Avatar The Way of Water movie,14 Nov 2022,@decades_life,Decadeslife,"Avatar: The Way of Water Movie Watch Online Cast, Crew, wiki, story and Synopsis decadeslife.com/avatar-the-w…",https://nitter.net/decades_life/status/1592170986673258497#m
Avatar The Way of Water movie,14 Nov 2022,@Arindasyafira2,Arinda syafira,avatar el sentido del agua >> serv2.justt-watch-now.xyz/es…,https://nitter.net/Arindasyafira2/status/1592168089634078721#m
Avatar The Way of Water movie,14 Nov 2022,@First_born_01,The First Born,"Yuh though I didn't like the ""apocalypto"" kind of script looked duplicate then they looked like they tried to act ""Way of the water"" probably to rival Avatar but all in all my best movie so far",https://nitter.net/First_born_01/status/1592034267634470912#m
Avatar The Way of Water movie,14 Nov 2022,@tatsie1973,☀️🛹 Leighton James Dyer🛹 ☀️,Prediction: Avatar: The Way of Water will be the biggest flop in movie history.,https://nitter.net/tatsie1973/status/1591999620728885248#m
Avatar The Way of Water movie,14 Nov 2022,@AsianetNewsTM,Asianetnews Tamil,டீசர் ரெடி... புஷ்பா 2 படத்தை உலகளவில் ரீச் செய்ய அல்லு அர்ஜுன் போட்ட பக்கா பிளான் #AlluArjun #Pushpa2 #PushpaTheRule #Pushpa2teaser #RashmikaMandanna tamil.asianetnews.com/galler…,https://nitter.net/AsianetNewsTM/status/1591988680671268865#m
Avatar The Way of Water movie,15 Nov 2022,@TheFunSizeGuy,Megat 'Adli,"So i just finished watching Avatar : The Way of Water. JK JK. Surprisingly, i did enjoy Wakanda Forever, It's about loss and grievance for the people you cared. I enjoyed the slower drama, characterisation and a more somber tone for a Marvel movie. Coogler did an amazing job...",https://nitter.net/TheFunSizeGuy/status/1592464832695238656#m
Avatar The Way of Water movie,15 Nov 2022,@AprSteven,steven apr,123moviesflix.site/es/movie/…,https://nitter.net/AprSteven/status/1592380549020405760#m
Avatar The Way of Water movie,15 Nov 2022,@ruicpacheco,Rui Pacheco,Went to see the new Avatar The Way of the Water movie. Great fight scenes with the new #BlackPanther .,https://nitter.net/ruicpacheco/status/1592326109022277633#m
Avatar The Way of Water movie,15 Nov 2022,@Suntimes,Chicago Sun-Times,"On the cusp of the 2022 Holiday Movie season, Sun-Times critic @RichardERoeper previews his most-anticipated movies — which include films like ""The Fabelmans,"" ""Avatar: The Way of Water,"" ""Glass Onion: A Knives Out Mystery"" and more. bit.ly/3O647sb",https://nitter.net/Suntimes/status/1592306636978376704#m
Avatar The Way of Water movie,16 Nov 2022,@GRRLmusic,𝑮𝑹𝑹𝑳,doing an Inception except instead of whatever the plot of that movie was about it's ME incepting JAMES CAMERON with the idea that he should get Björk to do a Titanic / Celine Dion - My Heart Will Go On-style tie-in single for the film Avatar: The Way of Water,https://nitter.net/GRRLmusic/status/1592931240419942404#m
Avatar The Way of Water movie,16 Nov 2022,@Valeria48373017,chinita.cambita,@MatPatGT The trailer for avatar way of water has been out for two weeks & is set to be released on December 16. I am a huge avatar fan! I have been waiting for this sequel for a very long time. I'm very interested to see your take on this movie & possibly join in on the theories,https://nitter.net/Valeria48373017/status/1592890371641860097#m
Avatar The Way of Water movie,16 Nov 2022,@VRNima,VR Nima,"Got to see the trailers for The Super Mario Bros Movie, Ant-Man & The Wasp: Quantumania, and Avatar: Way of the Water in 3D and they were AWESOME. Man 3D is cool. Everything should be 3D.",https://nitter.net/VRNima/status/1592772701823070209#m
Avatar The Way of Water movie,16 Nov 2022,@RhyminCarly,Carly,“Avatar 2: the Way of Water”??? The water tribe was the FIRST movie. It’s Earth next!,https://nitter.net/RhyminCarly/status/1592760793405149184#m
Avatar The Way of Water movie,16 Nov 2022,@SoulMedicine77,Chelle,@Neloangelo314 Guess what movie is coming out on December 15th in Oz? Avatar 2 “ The Way of Water” No coincidence 😳 More floods incoming ….,https://nitter.net/SoulMedicine77/status/1592697213649489920#m
Avatar The Way of Water movie,17 Nov 2022,@VuniverseApp,VUniverse,"🔹Avatar: The Way of Water comes out next month, and there are three more slated to come out. But James Cameron might have other plans. Will the Avatar franchise continue after the third movie? Find out: ew.com/movies/avatar-3-end-f…",https://nitter.net/VuniverseApp/status/1593305516197007360#m
Avatar The Way of Water movie,17 Nov 2022,@dboxtech,D-BOX,"On December 16, we can finally return to Pandora. Watch the trailer and experience Avatar: The Way of Water in 3D and D-BOX! #Avatar2 #AvatarTheWayOfTheWater #movie #dboxtech",https://nitter.net/dboxtech/status/1593279214899417088#m
Avatar The Way of Water movie,17 Nov 2022,@BrianncaTV,🅱🆁🅸🅴 🆃🆅 🎬,I’m actually concerned that Avatar 2: Way of the Water tickets aren’t on sale yet. Is this movie really coming out @officialavatar?,https://nitter.net/BrianncaTV/status/1593266444590272514#m
Avatar The Way of Water movie,17 Nov 2022,@PolyticalAnimal,Sam Fisher's Burner Account,Not what i am saying - I went to the recent Imax showing - I loved the original and then they showed Avatar Way of Water scene - the difference is that the interaction grounded the Navi in the first movie - the New movie just look like an incredible Video Game -,https://nitter.net/PolyticalAnimal/status/1593219057909891072#m
Avatar The Way of Water movie,17 Nov 2022,@Giftcardusa012,Eric,Avatar: The Way Of Water' What We Learned From Watching The New ... Watch free online Avatar: The Way of Water Movie 👇👇 yotifiles.com/1259923 #AVTUR #avtar2 #avtr #AvatarTheWayOfWaterWayofWater #avt,https://nitter.net/Giftcardusa012/status/1593182158017167360#m
Avatar The Way of Water movie,17 Nov 2022,@StarStream4k,Strar Stream,star.bigmovies10.site/fr/mov…,https://nitter.net/StarStream4k/status/1593141695763607552#m
Avatar The Way of Water movie,17 Nov 2022,@TheEmric,The EMRIC,Avatar 2: The Way Of Water is the most awaited movie since 2009 as an avatar has created an impact on people about the importance of natural resources which is also the biggest movie in film history. #cinema #avatar2 #avatarwayofwater theemric.com/avatar-2-the-wa…,https://nitter.net/TheEmric/status/1593034660199763969#m
Avatar The Way of Water movie,18 Nov 2022,@filmfest,Love Film Festivals,Only 340 million! Makes Avatar: Way of the Water's budget seems like a Linklater Before Sunset movie in comparison. yahoo.com/entertainment/fast…,https://nitter.net/filmfest/status/1593682756403228672#m
Avatar The Way of Water movie,18 Nov 2022,@thefilmgoer,Matt Brennan,"Closing out @latimes' Holiday Movie Preview, @Toddmartens has this transporting look at how Disney kept the fire alive for ""Avatar"" — which returns Dec. 16 — for more than a decade. latimes.com/entertainment-ar…",https://nitter.net/thefilmgoer/status/1593652100776415232#m
Avatar The Way of Water movie,18 Nov 2022,@XNivvix,Owl Magos,Who is getting excited for the new Avatar the way of water movie? I am! #Avatar2TheWayofWater #movie,https://nitter.net/XNivvix/status/1593646727579324416#m
Avatar The Way of Water movie,18 Nov 2022,@HodlDumb,Just Another Stupid Ape,"WAKANDA FOREVER has topped 400 million globally and already breaking a record for November opening for #AMC. Curious how it will hold up against Avatar II in December — sequel to the highest grossing film in the world? At any rate, Q4 will be a good one … collider.com/avatar-2-way-of…",https://nitter.net/HodlDumb/status/1593581999729610753#m
Avatar The Way of Water movie,18 Nov 2022,@N5Dave,Dave!,Create An Avatar Creature biznooz.com/create-an-avatar… Avatar The Way Of Water is coming soon in the meantime you can get involved in keeping our own oceans amazing by creating a sea creature based on the movie #Avatar #TheWayOfWater #Pandora #Disney #SeaCreature #KeepOurOceansAmazing,https://nitter.net/N5Dave/status/1593480820739694593#m
Avatar The Way of Water movie,19 Nov 2022,@latimes,Los Angeles Times,"Instead of re-creating scenes from the original ""Avatar"" or populating the park with characters from the movie, Disney’s Pandora, which opened in 2017, expands on the universe. And it's kept the ""Avatar"" fire burning. latimes.com/entertainment-ar…",https://nitter.net/latimes/status/1594035278183895040#m
Avatar The Way of Water movie,19 Nov 2022,@Lunamoo71330902,Luna⁷ 🏳️‍🌈Pride everyday🌈,Yes I am the weird person that just spent an hour and a half watching Siri videos for Avatar 2 way of the water like I don't think people realize how excited I am for this movie This is one of the first movies I truly like nerd it out about when it first came out,https://nitter.net/Lunamoo71330902/status/1593853526400241664#m
Avatar The Way of Water movie,19 Nov 2022,@MovieManiaNepal,Movie Mania Nepal,Return home to Pandora. 🔥 Experience Avatar: The Way of Water Worldwide Release on 23rd December 2022 🌍️ @officialavatar Avatar 🌊 #hollywood #movie #release #worldwide #23rdDec #InCinemas,https://nitter.net/MovieManiaNepal/status/1593833213184872448#m
Avatar The Way of Water movie,19 Nov 2022,@GrandpaWiseApe,Grandpa,"Are you watching Avatar Way of Water Snoop? Please reply, would mean a lot!!! I love you and the movie so much <3 Here's a photo of you as an avatar 😂😂",https://nitter.net/GrandpaWiseApe/status/1593787830307721216#m
Avatar The Way of Water movie,19 Nov 2022,@IndieFocus,Mark Olsen,"Newsletter! Holiday movie preview w/ AVATAR: THE WAY OF WATER, GLASS ONION, NANNY & more + new releases w/ THE INSPECTION + SHE SAID + BONES AND ALL latimes.com/entertainment-ar…",https://nitter.net/IndieFocus/status/1593774835431223296#m
Avatar The Way of Water movie,20 Nov 2022,@DxxpToughts,RT 2 GAIN MGWV/TFB,"RT @CEOAdam: AMC Theatres will put tickets on sale this Monday for James Cameron’s masterpiece Avatar: The Way of Water. It opens December 16. Back in 2009, the original mesmerizing Avatar was the highest grossing movie of all time. Welcome back to Pando…",https://nitter.net/DxxpToughts/status/1594401594904395779#m
Avatar The Way of Water movie,20 Nov 2022,@posnotHere,po 🦦🌸 ⏭️ FWA,my theater is upgrading to Dolby Cinema 3D for Avatar The Way of Water and I don’t know that I’ve ever been more excited for a movie. also it comes out on my birthday,https://nitter.net/posnotHere/status/1594398109097828353#m
Avatar The Way of Water movie,20 Nov 2022,@spicybentv,SpicyBenTV,Reacting to the new trailer for the second #Avatar movie - The Way of Water Trailer piped.video/TGs1WqTKsRU via @YouTube #reaction #movie,https://nitter.net/spicybentv/status/1594269322913804290#m
Avatar The Way of Water movie,20 Nov 2022,@WestgateMallKe,Westgate Shopping Mall,"Check out exclusive @TotalFilm stills for Avatar: The Way of Water, only in theaters December 16. Watch it at #WestgateCinemaKe #cinema #movie #film #avatar #sundayfunday #comingsoon",https://nitter.net/WestgateMallKe/status/1594254307343290369#m
Avatar The Way of Water movie,20 Nov 2022,@CEOAdam,Adam Aron,"AMC Theatres will put tickets on sale this Monday for James Cameron’s masterpiece Avatar: The Way of Water. It opens December 16. Back in 2009, the original mesmerizing Avatar was the highest grossing movie of all time. Welcome back to Pandora!",https://nitter.net/CEOAdam/status/1594187005348302854#m
Avatar The Way of Water movie,20 Nov 2022,@htpquiet,adileni htpquiet,[HIGH DEFINITION!!] Avatar - La via dell'acqua (2022) Streaming Ita Film Senza Limite Senza GUARDA ORA ▶️ bit.ly/3hY1cpp Avatar - La via dell'acqua Film COMPLETO 2022 Streaming Ita`HD — in altadefinizione,https://nitter.net/htpquiet/status/1594157556951584770#m
Avatar The Way of Water movie,20 Nov 2022,@htpquiet,adileni htpquiet,GUARDA ORA ▶️ bit.ly/3hY1cpp Avatar - La via dell'acqua Film COMPLETO 2022 Streaming Ita`HD — in altadefinizione,https://nitter.net/htpquiet/status/1594156907186749441#m
Avatar The Way of Water movie,20 Nov 2022,@htpquiet,adileni htpquiet,[HIGH DEFINITION!!] Avatar - La via dell'acqua (2022) Streaming Ita Film Senza Limite Senza GUARDA ORA ▶️ bit.ly/3hY1cpp Avatar - La via dell'acqua Film COMPLETO 2022 Streaming Ita`HD — in altadefinizione,https://nitter.net/htpquiet/status/1594156009366245376#m
Avatar The Way of Water movie,21 Nov 2022,@CCortave24,Christian Cortave,Avatar: The Way of Water has a runtime of 3hrs 12mins & will soon become the longest movie I’ve seen in theaters,https://nitter.net/CCortave24/status/1594831062521479168#m
Avatar The Way of Water movie,21 Nov 2022,@IMAX_Melbourne,IMAX Melbourne,TICKETS TO AVATAR: THE WAY OF WATER 3D ARE ON SALE NOW! 💙 Don't miss this chance to return to Pandora and experience all the ground-breaking 3D special effects on the biggest and best screen. This is an IMAX must-see! ⭐ 🎟️👉 fal.cn/3tNhu,https://nitter.net/IMAX_Melbourne/status/1594830529177821220#m
Avatar The Way of Water movie,21 Nov 2022,@JLGarsh,Garsh,"Avatar was a good movie, with great trailers. Neither Way of Water trailer explains anything about the film. As of right now, I'll go see it, but won't go more than once like I did for the first one. Visuals aren't enough. I don't need spoilers, but successful trailers give plot.",https://nitter.net/JLGarsh/status/1594824585085689884#m
Avatar The Way of Water movie,21 Nov 2022,@OnTheRedCarpet,On The Red Carpet,"Sam Worthington and his wife Lara Bingle pose together at the ""Avatar: The Way Of The Water"" premiere in Sydney, Australia. The new @officialavatar movie is in theaters December 16th. #Avatar #SamWorthington #AvatarTheWayOfWater (Photo: Don Arnold/WireImage)",https://nitter.net/OnTheRedCarpet/status/1594824517393977345#m
Avatar The Way of Water movie,21 Nov 2022,@BoxReview_,"BoxReview.com - Lights, Camera, Critique!",‘Avatar: The Way of Water’ trailer premieres tonight >> READ MORE ift.tt/Gzgtj2b << #movies #movie #film #films #actor #actors #acting #actress #youtube #cinema #director #artist #video #horrormovies #moviestar #hollywood #cinema #netflixmovies #netflix,https://nitter.net/BoxReview_/status/1594821917885751297#m
Avatar The Way of Water movie,21 Nov 2022,@Phase9tv,Phase9.tv,Avatar: The Way of Water | Tickets on Sale ift.tt/sSEIq7n,https://nitter.net/Phase9tv/status/1594820686903746581#m
Avatar The Way of Water movie,21 Nov 2022,@Phase9tv,Phase9.tv,Avatar: The Way of Water | Tune In ift.tt/SMJvBLl,https://nitter.net/Phase9tv/status/1594820682558447623#m
Avatar The Way of Water movie,21 Nov 2022,@myhllywdjournal,My Hollywood Journal,"Top story: @officialavatar: 'Tonight, a new trailer arrives during Monday Night Football only on @espn. Experience #AvatarTheWayOfWater only in theaters December 16. Get tickets now: fandango.com/avatarthewayofw… ' nitter.net/officialavatar/status/…, see more tweetedtimes.com/myhllywdjou…",https://nitter.net/myhllywdjournal/status/1594820432875573248#m
Avatar The Way of Water movie,21 Nov 2022,@movietvtechgeek,Movie TV Tech Geeks News -Indie Genius Productions,James Cameron Calls Avatar: The Way Of Water 'The Worst Business Case In Movie History' dlvr.it/Sd8P7n #Movies #News,https://nitter.net/movietvtechgeek/status/1594815100250386434#m
Avatar The Way of Water movie,21 Nov 2022,@CineplexMovies,Cineplex,Check out the new poster for #AvatarTheWayOfWater! Experience the film in @IMAX on December 16. Grab your tickets now 🎟️➡️ cinplx.co/3UZlIo8,https://nitter.net/CineplexMovies/status/1594814167617527808#m
Avatar The Way of Water movie,21 Nov 2022,@RegalPH,Regal Picturehouse,🚨 The 13-year wait is almost over - Tickets for #Avatar: The Way of Water are on sale now! Bag your seat for an epic opening night as we return to James Cameron's Pandora. 🌊🌊 👉 Check out our screenings in both 2D: bit.ly/3tM4iiH & 3D: bit.ly/3AW5mVx,https://nitter.net/RegalPH/status/1594813304664465411#m
Avatar The Way of Water movie,21 Nov 2022,@AzureDragonWrks,Azure Dragon Works,"Avatar Returns to Disney+ Ahead of The Way of Water Release: The biggest box office hit in movie history has finally made its return to Disney+. Avatar, which was a product of 20th Century Fox absorbed in the acquisition by the… dlvr.it/Sd8NGK #comics #topstories #anime",https://nitter.net/AzureDragonWrks/status/1594813237895528448#m
Avatar The Way of Water movie,21 Nov 2022,@slashfilm,/Film,"Cameron says #AvatarTheWayOfWater needs to be ""the third or fourth highest-grossing film in history"" to break even. slashfilm.com/1112433/james-…",https://nitter.net/slashfilm/status/1594809526154579968#m
Avatar The Way of Water movie,21 Nov 2022,@FoxBerkshire,Fox Berkshire,"Check out brand-new character posters for #AvatarTheWayOfWater. Experience it at Fox Berkshire beginning Thursday, December 15 and get tickets now – 🎟 FTX 3D & Standard 3D: bit.ly/3Vdl9GR 🎟 Standard 2D: bit.ly/3GwJBz2",https://nitter.net/FoxBerkshire/status/1594806387791503405#m
Avatar The Way of Water movie,21 Nov 2022,@MyMovieHeaven,Movie Heaven,Zoe Saldana Says Avatar: The Way of Water Will be Just as Groundbreaking as the First Movie #movienews #movies movieweb.com/zoe-saldana-say…,https://nitter.net/MyMovieHeaven/status/1594806371354026010#m
Avatar The Way of Water movie,21 Nov 2022,@movieweb,Movieweb,'We're going to immerse ourselves in something that we have never seen before.' movieweb.com/zoe-saldana-say…,https://nitter.net/movieweb/status/1594806075873697808#m
Avatar The Way of Water movie,22 Nov 2022,@WeFilmAtDawn,Carl,"Chronically online people actually think that Avatar The Way of Water, the sequel to Avatar, the biggest movie ever and the first movie to make 2 billion, can't make at least 2 billion next month",https://nitter.net/WeFilmAtDawn/status/1595193347584442368#m
Avatar The Way of Water movie,22 Nov 2022,@VanityFair,VANITY FAIR,"Standout quotes from James Cameron’s #AvatarTheWayOfWater press tour include: “Whitewater rafting? F--k that,” and, “I think this movie is going to make all the f--king money.” vntyfr.com/l7gJDSS",https://nitter.net/VanityFair/status/1595193239090257921#m
Avatar The Way of Water movie,22 Nov 2022,@TheBoobla31,Adam Kendall,"Outside the U.S, the first Avatar movie reached $100 million BO in 10 other countries. Many countries have had their domestic theater industry grow many times over since 2009. Thinking Way of Water will flop is a fools game.",https://nitter.net/TheBoobla31/status/1595186930769367040#m
Avatar The Way of Water movie,22 Nov 2022,@soulpopped,joey lewandowski,"the movie business is really firing on all cylinders and everything is totally fine and normal, you guys gizmodo.com/avatar-2-way-of-…",https://nitter.net/soulpopped/status/1595186314521051136#m
Avatar The Way of Water movie,22 Nov 2022,@WldWdTheatres,Movies Janesville XL,"The long-awaited Avatar Way of The Water 3D & 2D tickets are now on sale for early screening on Thursday, December 15th, and Friday, December 16th! This is not a movie you want to miss! Secure your seat and get tickets at: movies16janesville.com/showt…",https://nitter.net/WldWdTheatres/status/1595178868310171648#m
Avatar The Way of Water movie,22 Nov 2022,@GalaxyTheatres,Galaxy Theatres,"On December 16, experience the motion picture event of a generation. Watch the brand-new trailer and experience Avatar: The Way of Water in 3D. Get tickets now: bit.ly/Galaxy-Avatar-Way-Of-…",https://nitter.net/GalaxyTheatres/status/1595175522543104000#m
Avatar The Way of Water movie,22 Nov 2022,@Fandango,Fandango,"The cast of #Avatar2 talked a lot about the evolution of 3D, and why The Way of Water so long to follow the first movie in our exclusive interview with them. See the payoff in 3D when Avatar: The Way of Water hits the big screen December 16. 🎟's —> fandan.co/AvatarTheWayOfWate…",https://nitter.net/Fandango/status/1595160191539957763#m
Avatar The Way of Water movie,22 Nov 2022,@ComicBookNOW,ComicBook NOW!,"JAMES CAMERON Says AVATAR: The Way of Water Was ""the WORST BUSINESS CASE in Movie History"" comicbook.com/movies/news/av…",https://nitter.net/ComicBookNOW/status/1595157671841177601#m
Avatar The Way of Water movie,22 Nov 2022,@ComicBook,ComicBook.com,"#JamesCameron says #AvatarTheWayOfWater was ""the Worst Business Case in Movie History"" comicbook.com/movies/news/av…",https://nitter.net/ComicBook/status/1595156665472585741#m
Avatar The Way of Water movie,22 Nov 2022,@ZUKMEoww,Makk !!,"just got done rewatching avatar the 2009 movie i love that movie sm im so excited to see avatar the way of the water in cinemas… ALSO OMG APPARENTLY THERES GONNA BE NOT ONLY A SECOND MOVIE. BUT A 3,4,5 AND 6?!? ever two years a new movie will come out apparently!!",https://nitter.net/ZUKMEoww/status/1595154833811853313#m
Avatar The Way of Water movie,22 Nov 2022,@SEPicturehouse,Stratford East Picturehouse,"After 13 years return to James Cameron's colourful world of Pandora, Avatar: The Way Of Water in 2D and 3D in cinemas from December 16th, book tickets now 🌀 ow.ly/WtWU50LLjm2",https://nitter.net/SEPicturehouse/status/1595142622020091931#m
Avatar The Way of Water movie,22 Nov 2022,@twiitter_person,Person,> avatar the way of water needs to make 2 billion to break even james cameron better hope to god that this movie even makes a billion lmao,https://nitter.net/twiitter_person/status/1595140962120261634#m
Avatar The Way of Water movie,22 Nov 2022,@bbtheatres,B&B Theatres,"On December 16, experience the motion picture event of a generation. Watch the brand-new trailer and experience Avatar: The Way of Water in 3D. bbtheatres.com/movie-info/av… #BBTheatres #Avatar #Disney #AdvanceTickets #HolidaySeason",https://nitter.net/bbtheatres/status/1595138033736880128#m
Avatar The Way of Water movie,22 Nov 2022,@FortuneMagazine,FORTUNE,🎬 Avatar: The Way of Water was so expensive to create that it will have to threaten the record books just to break even. bit.ly/3gqvBMu,https://nitter.net/FortuneMagazine/status/1595136620793335809#m
Avatar The Way of Water movie,22 Nov 2022,@dmartinek,David Martinek,Not the best quality vid... but the just spotted the latest trailer for the NEW Avatar movie - The Way of Water. piped.video/0PTCuHoipb4,https://nitter.net/dmartinek/status/1595135381720027136#m
Avatar The Way of Water movie,23 Nov 2022,@DirkDigglinator,Dirk Digglinator™,"The movie everyone forgot about the moment they finished it? The sequel—to the movie everyone forgot about—that no one asked for?? Sure thing there, @OfficialAvatar…🖕😂🖕 “‘Avatar: The Way Of Water’ Projected To Open To $150M-$175M+ At U.S. Box Office”: deadline.com/2022/11/avatar-…",https://nitter.net/DirkDigglinator/status/1595558653620359169#m
Avatar The Way of Water movie,23 Nov 2022,@ZaneyZeke96,Zane Gray,“Nobody cares about Avatar” Are you sure about that? hollywoodreporter.com/movies…,https://nitter.net/ZaneyZeke96/status/1595556776606171136#m
Avatar The Way of Water movie,23 Nov 2022,@IMAX_Melbourne,IMAX Melbourne,Attention all movie-lovers 🚨 More sessions for AVATAR: THE WAY OF WATER 3D will be on sale TODAY at 12pm – including Christmas and Boxing Day sessions! 💙 Don’t miss your chance to experience the biggest film of the year in an immersive IMAX 3D and HFR presentation 🌊,https://nitter.net/IMAX_Melbourne/status/1595547814288756736#m
Avatar The Way of Water movie,23 Nov 2022,@AaronMcMahon,Aaron McMahon,hollywoodreporter.com/movies…,https://nitter.net/AaronMcMahon/status/1595525490118369280#m
Avatar The Way of Water movie,23 Nov 2022,@509ShawnG,Shawn Griffin,‘Avatar: The Way of Water’ Tracking for $150M-$170M Domestic Box Office Opening hollywoodreporter.com/movies… via @thr,https://nitter.net/509ShawnG/status/1595524945215655936#m
Avatar The Way of Water movie,23 Nov 2022,@SitoCinema,SitoCinema,¡BOOM 💣 ! #AvatarTheWayOfWater tuvo un presupuesto de 350 a 400 millones de dólares. Fuente 👉 bit.ly/3UZDzLz,https://nitter.net/SitoCinema/status/1595510703657521186#m
Avatar The Way of Water movie,23 Nov 2022,@Tj1up__,Mr.,Avatar Way of Water will be movie of the year,https://nitter.net/Tj1up__/status/1595501990452551680#m
Avatar The Way of Water movie,23 Nov 2022,@screenrant,Screen Rant,Avatar: The Way of Water will be released in China amidst continued struggles for Hollywood movies to hit the overseas market. A Marvel movie hasn't been released in China since 2019. buff.ly/3U7B2h3,https://nitter.net/screenrant/status/1595501099791880197#m
Avatar The Way of Water movie,23 Nov 2022,@wgtc_site,We Got This Covered,Even a non-existent movie is more popular than #Avatar. wegotthiscovered.com/movies/…,https://nitter.net/wgtc_site/status/1595499340059283456#m
Avatar The Way of Water movie,23 Nov 2022,@wasteph_wes,WASTEPH ,reading comments from James Cameron in recent months revealing his bitterness towards moviegoers & the current movie going experience does not elicit many feelings to go watch Avatar: The way of the water. The trailers have simply not piqued my interest but I’m curious…,https://nitter.net/wasteph_wes/status/1595495134661120000#m
Avatar The Way of Water movie,23 Nov 2022,@SouthFLVMUG,South Florida VMUG,"South Florida VMUG End of Year Celebration - Avatar: The Way of Water - Private Screening Dec. 16th at the Cinemark Palace 20 and XD in Boca Raton. Come join us for a movie, snacks and some networking. Space is limited. @MyVMUG #SFLVMUG my.vmug.com/s/community-even…",https://nitter.net/SouthFLVMUG/status/1595492377334013985#m
Avatar The Way of Water movie,23 Nov 2022,@ComicBook_Movie,ComicBookMovie.com,#AVATAR: THE WAY OF WATER Will Need To Become One Of The Top 5 Highest Grossing Movies To Turn A Profit comicbookmovie.com/sci-fi/av…,https://nitter.net/ComicBook_Movie/status/1595492377321521152#m
Avatar The Way of Water movie,23 Nov 2022,@1RedForrest,Red Forrest,It appears 'Avatar: The Way of Water' is set for a huge North American release on December 16: hollywoodreporter.com/movies…,https://nitter.net/1RedForrest/status/1595491299477827585#m
Avatar The Way of Water movie,23 Nov 2022,@ejnews0,EJ News0,‘Avatar: The Way of Water’ Tracking for $150M-$170M Domestic Box Office Opening hollywoodreporter.com/movies… via @thr,https://nitter.net/ejnews0/status/1595484310555049990#m
Avatar The Way of Water movie,23 Nov 2022,@eStream_Studios,eStream Studios,"Avatar 2 Expected To Make Lots More Money Than The First Movie For Its Opening Weekend: It's been more than a decade in the making, but Avatar: The Way of Water is finally coming to… dlvr.it/SdG55f | bit.ly/etsydeals | cryptogator.co #gaming #news",https://nitter.net/eStream_Studios/status/1595478576845180928#m
Avatar The Way of Water movie,23 Nov 2022,@CamPicturehouse,Arts Picturehouse,"Tickets for James Cameron's AVATAR: THE WAY OF THE WATER, are now on sale from Friday 16th December! Screening in both 2D and 3D! Showtimes and tickets here - picturehouses.com/movie-deta…",https://nitter.net/CamPicturehouse/status/1595477599685427211#m
Avatar The Way of Water movie,23 Nov 2022,@AndyVermaut,Andy Vermaut,Andy Vermaut shares:‘Avatar: The Way Of Water’ Projected To Open To $150M-$175M+ At U.S. Box Office: The long awaited James Cameron sequel to the highest grossing movie of all-time hit tracking this morning with a projected opening of at least… deadline.com/2022/11/avatar-… Thankyou.,https://nitter.net/AndyVermaut/status/1595475680929918976#m
Avatar The Way of Water movie,23 Nov 2022,@THR,The Hollywood Reporter,"'Avatar: The Way of Water' should open to at least $150 million-$170 million when sailing into North American theaters on Dec. 16, according to early tracking thr.cm/giW9fIR",https://nitter.net/THR/status/1595474354065707011#m
Avatar The Way of Water movie,23 Nov 2022,@BloodyMyers25,JOKERMYERS: The Night He Comes Home! 🎪🤡💀🔪🎃,@JimCameron @officialavatar @Snapchat would love to be apart of the Next Avatar Movie and would love to Become an Avatar I can’t Wait for Avatar The Way of Water to come out this December on December 16th it’s gonna be amazing,https://nitter.net/BloodyMyers25/status/1595473159276339201#m
Avatar The Way of Water movie,24 Nov 2022,@bbtheatres,B&B Theatres,Check out brand-new character posters for #AvatarTheWayOfWater. Tickets are now on sale for Avatar: The Way of Water. Experience it in 3D on December 16. bbtheatres.com/movie-info/av… #BBTheatres #Avatar #Disney #AdvanceTickets #HolidaySeason,https://nitter.net/bbtheatres/status/1595897337741996032#m
Avatar The Way of Water movie,24 Nov 2022,@CJsTweetsUSA,CJ,‘Avatar: The Way of Water’ Tracking for $150M-$170M Domestic Box Office Opening ... hollywoodreporter.com/movies…,https://nitter.net/CJsTweetsUSA/status/1595887161710182400#m
Avatar The Way of Water movie,24 Nov 2022,@stlCupofJoe,stlCupofJoe,"It seems to be the cool thing to diss Avatar on here. Honestly, I remember really liking the first movie and look forward to Way of Water. It *is* okay to enjoy things in life. I promise.",https://nitter.net/stlCupofJoe/status/1595870777223614464#m
